PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
31-981;KrakÛw (KrakÛw-Nowa Huta);Jerzego Giedroycia;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Jerzego Korohydy;;KrakÛw;KrakÛw;ma≥opolskie
31-831;KrakÛw (KrakÛw-Nowa Huta);Jerzego Szajnowicza-Iwanowa;;KrakÛw;KrakÛw;ma≥opolskie
31-619;KrakÛw (KrakÛw-Nowa Huta);Jerzego Zawieyskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-761;KrakÛw (KrakÛw-Nowa Huta);Jeziorany;;KrakÛw;KrakÛw;ma≥opolskie
31-987;KrakÛw (KrakÛw-Nowa Huta);Jeziorko;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);Jeøynowa;;KrakÛw;KrakÛw;ma≥opolskie
31-808;KrakÛw (KrakÛw-Nowa Huta);JÛzefa Bogusza;;KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);JÛzefa Krasnowolskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);JÛzefa Ostafina;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);JÛzefa Pankiewicza;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);JÛzefa Sawy-CaliÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-767;KrakÛw (KrakÛw-Nowa Huta);Jubileuszowa;;KrakÛw;KrakÛw;ma≥opolskie
31-709;KrakÛw (KrakÛw-Nowa Huta);Juliana Przybosia;;KrakÛw;KrakÛw;ma≥opolskie
31-581;KrakÛw (KrakÛw-Nowa Huta);Juliana Tuwima;;KrakÛw;KrakÛw;ma≥opolskie
31-753;KrakÛw (KrakÛw-Nowa Huta);Juliusza Kleinera;;KrakÛw;KrakÛw;ma≥opolskie
31-863;KrakÛw (KrakÛw-Nowa Huta);Jutrzenka;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);JutrzyÒska;;KrakÛw;KrakÛw;ma≥opolskie
31-831;KrakÛw (KrakÛw-Nowa Huta);KaczeÒcowa;;KrakÛw;KrakÛw;ma≥opolskie
31-988;KrakÛw (KrakÛw-Nowa Huta);KalwiÒska;;KrakÛw;KrakÛw;ma≥opolskie
31-586;KrakÛw (KrakÛw-Nowa Huta);Kamionka;;KrakÛw;KrakÛw;ma≥opolskie
31-763;KrakÛw (KrakÛw-Nowa Huta);Kantorowicka;;KrakÛw;KrakÛw;ma≥opolskie
31-988;KrakÛw (KrakÛw-Nowa Huta);KarasiÛwka;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Karola Darwina;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);Karola Irzykowskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);Karola £owiÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-983;KrakÛw (KrakÛw-Nowa Huta);Karowa;;KrakÛw;KrakÛw;ma≥opolskie
31-710;KrakÛw (KrakÛw-Nowa Huta);Kazimierza JagielloÒczyka;;KrakÛw;KrakÛw;ma≥opolskie
31-998;KrakÛw (KrakÛw-Nowa Huta);Kazimierza Pluty-Czachowskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-710;KrakÛw (KrakÛw-Nowa Huta);Kazimierza Sprawiedliwego;;KrakÛw;KrakÛw;ma≥opolskie
31-985;KrakÛw (KrakÛw-Nowa Huta);Kπkolowa;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);KÍpska;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);Klasztorna;;KrakÛw;KrakÛw;ma≥opolskie
31-709;KrakÛw (KrakÛw-Nowa Huta);Klemensa z Ruszczy;;KrakÛw;KrakÛw;ma≥opolskie
31-985;KrakÛw (KrakÛw-Nowa Huta);K≥osowa;;KrakÛw;KrakÛw;ma≥opolskie
31-980;KrakÛw (KrakÛw-Nowa Huta);Kmicica;;KrakÛw;KrakÛw;ma≥opolskie
31-765;KrakÛw (KrakÛw-Nowa Huta);Kocmyrzowska;10-DK(p), 21-DK(n);KrakÛw;KrakÛw;ma≥opolskie
31-831;KrakÛw (KrakÛw-Nowa Huta);Kocmyrzowska;1-7(n);KrakÛw;KrakÛw;ma≥opolskie
31-750;KrakÛw (KrakÛw-Nowa Huta);Kocmyrzowska;2, 6-8(p), 9-19(n);KrakÛw;KrakÛw;ma≥opolskie
31-945;KrakÛw (KrakÛw-Nowa Huta);Kocmyrzowska;4;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);KolÍdnicza;;KrakÛw;KrakÛw;ma≥opolskie
31-766;KrakÛw (KrakÛw-Nowa Huta);Komasy;;KrakÛw;KrakÛw;ma≥opolskie
31-581;KrakÛw (KrakÛw-Nowa Huta);Konstantego Ildefonsa Ga≥czyÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);Kopaniec;;KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);Kornela MakuszyÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-619;KrakÛw (KrakÛw-Nowa Huta);Korony Polskiej;;KrakÛw;KrakÛw;ma≥opolskie
31-990;KrakÛw (KrakÛw-Nowa Huta);KosÛw;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);Koúcielnicka;;KrakÛw;KrakÛw;ma≥opolskie
31-836;KrakÛw (KrakÛw-Nowa Huta);KrÛlowej Bony;;KrakÛw;KrakÛw;ma≥opolskie
31-638;KrakÛw (KrakÛw-Nowa Huta);KrÛlowej MarysieÒki;;KrakÛw;KrakÛw;ma≥opolskie
31-626;KrakÛw (KrakÛw-Nowa Huta);Kruszwicka;;KrakÛw;KrakÛw;ma≥opolskie
31-416;KrakÛw (KrakÛw-Nowa Huta);Krzes≥awicka;;KrakÛw;KrakÛw;ma≥opolskie
31-618;KrakÛw (KrakÛw-Nowa Huta);ks. JÛzefa Kurzei;;KrakÛw;KrakÛw;ma≥opolskie
31-580;KrakÛw (KrakÛw-Nowa Huta);ks. JÛzefa Zastawniaka;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);ks. Kazimierza Figlewicza;;KrakÛw;KrakÛw;ma≥opolskie
31-618;KrakÛw (KrakÛw-Nowa Huta);ks. Kazimierza Jancarza;;KrakÛw;KrakÛw;ma≥opolskie
31-998;KrakÛw (KrakÛw-Nowa Huta);ks. Mariana Luzara;;KrakÛw;KrakÛw;ma≥opolskie
31-618;KrakÛw (KrakÛw-Nowa Huta);ks. Miko≥aja Kuczkowskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);KsiÍdza Jana Hyca;;KrakÛw;KrakÛw;ma≥opolskie
31-644;KrakÛw (KrakÛw-Nowa Huta);KsiÍdza Kardyna≥a Adama Stefana Sapiehy;;KrakÛw;KrakÛw;ma≥opolskie
31-644;KrakÛw (KrakÛw-Nowa Huta);KsiÍdza Stefana Mazanka;;KrakÛw;KrakÛw;ma≥opolskie
31-768;KrakÛw (KrakÛw-Nowa Huta);KsiÍdza Zygmunta KaczyÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-762;KrakÛw (KrakÛw-Nowa Huta);Ku Raciborowicom;;KrakÛw;KrakÛw;ma≥opolskie
31-626;KrakÛw (KrakÛw-Nowa Huta);Kupa≥y;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);Kuúnierska;;KrakÛw;KrakÛw;ma≥opolskie
31-581;KrakÛw (KrakÛw-Nowa Huta);KwiatÛw Polskich;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);Lasowisko;;KrakÛw;KrakÛw;ma≥opolskie
31-853;KrakÛw (KrakÛw-Nowa Huta);Lawendowa;;KrakÛw;KrakÛw;ma≥opolskie
31-710;KrakÛw (KrakÛw-Nowa Huta);Leszka Bia≥ego;;KrakÛw;KrakÛw;ma≥opolskie
31-709;KrakÛw (KrakÛw-Nowa Huta);Leszka Czarnego;;KrakÛw;KrakÛw;ma≥opolskie
31-980;KrakÛw (KrakÛw-Nowa Huta);Longinusa PodbipiÍty;1-DK(n);KrakÛw;KrakÛw;ma≥opolskie
31-589;KrakÛw (KrakÛw-Nowa Huta);Longinusa PodbipiÍty;2-DK(p);KrakÛw;KrakÛw;ma≥opolskie
31-766;KrakÛw (KrakÛw-Nowa Huta);Lubocka;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Luborzycka;;KrakÛw;KrakÛw;ma≥opolskie
31-999;KrakÛw (KrakÛw-Nowa Huta);Ludwika Hieronima Morstina;;KrakÛw;KrakÛw;ma≥opolskie
31-763;KrakÛw (KrakÛw-Nowa Huta);Ludwika Osieckiego;;KrakÛw;KrakÛw;ma≥opolskie
31-953;KrakÛw (KrakÛw-Nowa Huta);Ludümierska;;KrakÛw;KrakÛw;ma≥opolskie
31-766;KrakÛw (KrakÛw-Nowa Huta);£azowa;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);£πcka;;KrakÛw;KrakÛw;ma≥opolskie
31-612;KrakÛw (KrakÛw-Nowa Huta);£Íczycka;;KrakÛw;KrakÛw;ma≥opolskie
31-980;KrakÛw (KrakÛw-Nowa Huta);£Ígowa;;KrakÛw;KrakÛw;ma≥opolskie
31-983;KrakÛw (KrakÛw-Nowa Huta);£ubinowa;;KrakÛw;KrakÛw;ma≥opolskie
31-766;KrakÛw (KrakÛw-Nowa Huta);£uczanowicka;;KrakÛw;KrakÛw;ma≥opolskie
31-845;KrakÛw (KrakÛw-Nowa Huta);Macieja Wielgusa;;KrakÛw;KrakÛw;ma≥opolskie
31-711;KrakÛw (KrakÛw-Nowa Huta);Magdaleny Samozwaniec;;KrakÛw;KrakÛw;ma≥opolskie
31-910;KrakÛw (KrakÛw-Nowa Huta);Maksymiliana i Stanis≥awa CerchÛw;;KrakÛw;KrakÛw;ma≥opolskie
31-854;KrakÛw (KrakÛw-Nowa Huta);Ma≥ego KsiÍcia;;KrakÛw;KrakÛw;ma≥opolskie
31-983;KrakÛw (KrakÛw-Nowa Huta);Marcelego Nenckiego;;KrakÛw;KrakÛw;ma≥opolskie
31-766;KrakÛw (KrakÛw-Nowa Huta);Marglowa;;KrakÛw;KrakÛw;ma≥opolskie
31-881;KrakÛw (KrakÛw-Nowa Huta);Mariana Markowskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-851;KrakÛw (KrakÛw-Nowa Huta);Marii Dπbrowskiej;;KrakÛw;KrakÛw;ma≥opolskie
31-711;KrakÛw (KrakÛw-Nowa Huta);Marii Kownackiej;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);Marka KubliÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-808;KrakÛw (KrakÛw-Nowa Huta);Marka Sycha;;KrakÛw;KrakÛw;ma≥opolskie
31-983;KrakÛw (KrakÛw-Nowa Huta);Martenowska;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Mateusza Birkuta;;KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);Melchiora WaÒkowicza;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);Michai≥a Hutnika;;KrakÛw;KrakÛw;ma≥opolskie
31-980;KrakÛw (KrakÛw-Nowa Huta);Micha≥a Wo≥odyjowskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Mieczys≥awa Kamberskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-870;KrakÛw (KrakÛw-Nowa Huta);Mieczys≥awa Medweckiego;;KrakÛw;KrakÛw;ma≥opolskie
31-704;KrakÛw (KrakÛw-Nowa Huta);Mierniczych;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Miko≥aja Gerlaha;;KrakÛw;KrakÛw;ma≥opolskie
31-709;KrakÛw (KrakÛw-Nowa Huta);Miko≥aja Jaskra;;KrakÛw;KrakÛw;ma≥opolskie
31-709;KrakÛw (KrakÛw-Nowa Huta);Miko≥aja Wierzynka;;KrakÛw;KrakÛw;ma≥opolskie
31-640;KrakÛw (KrakÛw-Nowa Huta);Mistrzejowice Nowe Os.;;KrakÛw;KrakÛw;ma≥opolskie
31-651;KrakÛw (KrakÛw-Nowa Huta);Mistrzejowicka;;KrakÛw;KrakÛw;ma≥opolskie
31-612;KrakÛw (KrakÛw-Nowa Huta);MiúnieÒska;;KrakÛw;KrakÛw;ma≥opolskie
31-873;KrakÛw (KrakÛw-Nowa Huta);mjr. pil. Mariana Pisarka;;KrakÛw;KrakÛw;ma≥opolskie
31-983;KrakÛw (KrakÛw-Nowa Huta);M≥otkÛw;;KrakÛw;KrakÛw;ma≥opolskie
31-998;KrakÛw (KrakÛw-Nowa Huta);Morgi;;KrakÛw;KrakÛw;ma≥opolskie
31-727;KrakÛw (KrakÛw-Nowa Huta);Morwowa;;KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);Mrozowa;;KrakÛw;KrakÛw;ma≥opolskie
31-586;KrakÛw (KrakÛw-Nowa Huta);Na £πkach;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);Na Niwach;;KrakÛw;KrakÛw;ma≥opolskie
31-587;KrakÛw (KrakÛw-Nowa Huta);Na Za≥Íczu;;KrakÛw;KrakÛw;ma≥opolskie
31-618;KrakÛw (KrakÛw-Nowa Huta);Na Zboczu;;KrakÛw;KrakÛw;ma≥opolskie
31-761;KrakÛw (KrakÛw-Nowa Huta);Nad BaranÛwkπ;;KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);Nad D≥ubniπ;;KrakÛw;KrakÛw;ma≥opolskie
31-983;KrakÛw (KrakÛw-Nowa Huta);Nadbrzezie;;KrakÛw;KrakÛw;ma≥opolskie
31-998;KrakÛw (KrakÛw-Nowa Huta);Nadwodna;;KrakÛw;KrakÛw;ma≥opolskie
31-619;KrakÛw (KrakÛw-Nowa Huta);Nag≥owicka;;KrakÛw;KrakÛw;ma≥opolskie
31-579;KrakÛw (KrakÛw-Nowa Huta);Narciarska;;KrakÛw;KrakÛw;ma≥opolskie
31-998;KrakÛw (KrakÛw-Nowa Huta);Narcyza Wiatra;;KrakÛw;KrakÛw;ma≥opolskie
31-581;KrakÛw (KrakÛw-Nowa Huta);Nastrojowa;;KrakÛw;KrakÛw;ma≥opolskie
31-763;KrakÛw (KrakÛw-Nowa Huta);Nieby≥a;;KrakÛw;KrakÛw;ma≥opolskie
31-589;KrakÛw (KrakÛw-Nowa Huta);Niepokalanej Marii Panny;;KrakÛw;KrakÛw;ma≥opolskie
31-572;KrakÛw (KrakÛw-Nowa Huta);Niepo≥omska;;KrakÛw;KrakÛw;ma≥opolskie
31-612;KrakÛw (KrakÛw-Nowa Huta);Nieszawska;;KrakÛw;KrakÛw;ma≥opolskie
31-766;KrakÛw (KrakÛw-Nowa Huta);Niewielka;;KrakÛw;KrakÛw;ma≥opolskie
31-580;KrakÛw (KrakÛw-Nowa Huta);Nowohucka;1-17(n), 2-78(p);KrakÛw;KrakÛw;ma≥opolskie
31-752;KrakÛw (KrakÛw-Nowa Huta);Nowolipki;;KrakÛw;KrakÛw;ma≥opolskie
31-831;KrakÛw (KrakÛw-Nowa Huta);ObroÒcÛw Krzyøa;;KrakÛw;KrakÛw;ma≥opolskie
31-619;KrakÛw (KrakÛw-Nowa Huta);ObroÒcÛw Warszawy;;KrakÛw;KrakÛw;ma≥opolskie
31-764;KrakÛw (KrakÛw-Nowa Huta);Obwodowa;;KrakÛw;KrakÛw;ma≥opolskie
31-979;KrakÛw (KrakÛw-Nowa Huta);OdmÍtowa;;KrakÛw;KrakÛw;ma≥opolskie
31-751;KrakÛw (KrakÛw-Nowa Huta);Odmogile;;KrakÛw;KrakÛw;ma≥opolskie
31-589;KrakÛw (KrakÛw-Nowa Huta);Og≥Íczyzna;;KrakÛw;KrakÛw;ma≥opolskie
31-625;KrakÛw (KrakÛw-Nowa Huta);Ognistych Wici;;KrakÛw;KrakÛw;ma≥opolskie
31-980;KrakÛw (KrakÛw-Nowa Huta);Opata SalwiÒskiego;;KrakÛw;KrakÛw;ma≥opolskie
31-990;KrakÛw (KrakÛw-Nowa Huta);Organki;;KrakÛw;KrakÛw;ma≥opolskie
31-619;KrakÛw (KrakÛw-Nowa Huta);Or≥a Bia≥ego;;KrakÛw;KrakÛw;ma≥opolskie
31-867;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle 2 Pu≥ku Lotniczego;1-10;KrakÛw;KrakÛw;ma≥opolskie
31-868;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle 2 Pu≥ku Lotniczego;11-20;KrakÛw;KrakÛw;ma≥opolskie
31-869;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle 2 Pu≥ku Lotniczego;21-30;KrakÛw;KrakÛw;ma≥opolskie
31-870;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle 2 Pu≥ku Lotniczego;31-DK;KrakÛw;KrakÛw;ma≥opolskie
31-866;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Akademickie;;KrakÛw;KrakÛw;ma≥opolskie
31-853;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle AlbertyÒskie;13-15(n), 17-23;KrakÛw;KrakÛw;ma≥opolskie
31-851;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle AlbertyÒskie;1-8;KrakÛw;KrakÛw;ma≥opolskie
31-854;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle AlbertyÒskie;24-29;KrakÛw;KrakÛw;ma≥opolskie
31-855;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle AlbertyÒskie;30-DK;KrakÛw;KrakÛw;ma≥opolskie
31-852;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle AlbertyÒskie;9-12, 16-16a;KrakÛw;KrakÛw;ma≥opolskie
31-877;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Avia;;KrakÛw;KrakÛw;ma≥opolskie
31-620;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle BohaterÛw Wrzeúnia;1-20;KrakÛw;KrakÛw;ma≥opolskie
31-621;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle BohaterÛw Wrzeúnia;21-85;KrakÛw;KrakÛw;ma≥opolskie
31-925;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum A;11-DK;KrakÛw;KrakÛw;ma≥opolskie
31-923;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum A;1-6;KrakÛw;KrakÛw;ma≥opolskie
31-924;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum A;7-10;KrakÛw;KrakÛw;ma≥opolskie
31-926;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum B;1-4;KrakÛw;KrakÛw;ma≥opolskie
31-927;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum B;5-8;KrakÛw;KrakÛw;ma≥opolskie
31-928;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum B;9-DK;KrakÛw;KrakÛw;ma≥opolskie
31-929;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum C;1-4;KrakÛw;KrakÛw;ma≥opolskie
31-930;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum C;5-8;KrakÛw;KrakÛw;ma≥opolskie
31-931;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum C;9-DK;KrakÛw;KrakÛw;ma≥opolskie
31-932;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum D;1-4;KrakÛw;KrakÛw;ma≥opolskie
31-933;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum D;5-DK;KrakÛw;KrakÛw;ma≥opolskie
31-934;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Centrum E;;KrakÛw;KrakÛw;ma≥opolskie
31-871;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Dywizjonu 303;1-10;KrakÛw;KrakÛw;ma≥opolskie
31-872;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Dywizjonu 303;11-20;KrakÛw;KrakÛw;ma≥opolskie
31-873;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Dywizjonu 303;21-27(n), 28-30;KrakÛw;KrakÛw;ma≥opolskie
31-874;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Dywizjonu 303;31-33a(n), 34-40;KrakÛw;KrakÛw;ma≥opolskie
31-875;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Dywizjonu 303;41-DK, 45-65(n), 62-64b(p);KrakÛw;KrakÛw;ma≥opolskie
31-961;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle GÛrali;17-DK;KrakÛw;KrakÛw;ma≥opolskie
31-959;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle GÛrali;1-8;KrakÛw;KrakÛw;ma≥opolskie
31-960;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle GÛrali;9-16;KrakÛw;KrakÛw;ma≥opolskie
31-937;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Handlowe;12-DK;KrakÛw;KrakÛw;ma≥opolskie
31-935;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Handlowe;1-6;KrakÛw;KrakÛw;ma≥opolskie
31-936;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Handlowe;7-11;KrakÛw;KrakÛw;ma≥opolskie
31-919;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Hutnicze;10-DK;KrakÛw;KrakÛw;ma≥opolskie
31-917;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Hutnicze;1-5;KrakÛw;KrakÛw;ma≥opolskie
31-918;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Hutnicze;6-9;KrakÛw;KrakÛw;ma≥opolskie
31-833;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JagielloÒskie;10-18;KrakÛw;KrakÛw;ma≥opolskie
31-834;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JagielloÒskie;19-26;KrakÛw;KrakÛw;ma≥opolskie
31-835;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JagielloÒskie;27-29;KrakÛw;KrakÛw;ma≥opolskie
31-832;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JagielloÒskie;2-9;KrakÛw;KrakÛw;ma≥opolskie
31-836;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JagielloÒskie;30-34;KrakÛw;KrakÛw;ma≥opolskie
31-837;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JagielloÒskie;35-DK;KrakÛw;KrakÛw;ma≥opolskie
31-809;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JÛzefa Strusia;13-16;KrakÛw;KrakÛw;ma≥opolskie
31-807;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JÛzefa Strusia;1-6;KrakÛw;KrakÛw;ma≥opolskie
31-810;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JÛzefa Strusia;17-DK;KrakÛw;KrakÛw;ma≥opolskie
31-808;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle JÛzefa Strusia;7-12;KrakÛw;KrakÛw;ma≥opolskie
31-814;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kalinowe;13-18;KrakÛw;KrakÛw;ma≥opolskie
31-812;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kalinowe;1-6;KrakÛw;KrakÛw;ma≥opolskie
31-815;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kalinowe;19-DK;KrakÛw;KrakÛw;ma≥opolskie
31-813;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kalinowe;7-12c;KrakÛw;KrakÛw;ma≥opolskie
31-841;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kazimierzowskie;15-18;KrakÛw;KrakÛw;ma≥opolskie
31-839;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kazimierzowskie;1-7;KrakÛw;KrakÛw;ma≥opolskie
31-842;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kazimierzowskie;19-24;KrakÛw;KrakÛw;ma≥opolskie
31-843;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kazimierzowskie;25-29;KrakÛw;KrakÛw;ma≥opolskie
31-844;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kazimierzowskie;30-DK;KrakÛw;KrakÛw;ma≥opolskie
31-840;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kazimierzowskie;8-14;KrakÛw;KrakÛw;ma≥opolskie
31-940;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kolorowe;16-23;KrakÛw;KrakÛw;ma≥opolskie
31-938;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kolorowe;1-7a;KrakÛw;KrakÛw;ma≥opolskie
31-941;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kolorowe;24-47, 30-38(p);KrakÛw;KrakÛw;ma≥opolskie
31-939;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Kolorowe;8-15;KrakÛw;KrakÛw;ma≥opolskie
31-630;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle KombatantÛw;;KrakÛw;KrakÛw;ma≥opolskie
31-858;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Koúciuszkowskie;1-10;KrakÛw;KrakÛw;ma≥opolskie
31-859;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Koúciuszkowskie;11-DK;KrakÛw;KrakÛw;ma≥opolskie
31-962;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle KrakowiakÛw;1-15;KrakÛw;KrakÛw;ma≥opolskie
31-963;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle KrakowiakÛw;16-31;KrakÛw;KrakÛw;ma≥opolskie
31-964;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle KrakowiakÛw;32-36(p), 37-DK, 43-45(n);KrakÛw;KrakÛw;ma≥opolskie
31-980;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Lesisko;;KrakÛw;KrakÛw;ma≥opolskie
31-908;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle M≥odoúci;;KrakÛw;KrakÛw;ma≥opolskie
31-803;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Na Lotnisku;12-17;KrakÛw;KrakÛw;ma≥opolskie
31-801;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Na Lotnisku;1-5;KrakÛw;KrakÛw;ma≥opolskie
31-804;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Na Lotnisku;18-DK;KrakÛw;KrakÛw;ma≥opolskie
31-802;KrakÛw (KrakÛw-Nowa Huta);os. Osiedle Na Lotnisku;6-11;KrakÛw;KrakÛw;ma≥opolskie
