,Kod_TERYT,nazwa_samorządu,Województwo,Powiat,typ_JST,nazwa_urzędu_JST,miejscowość,Kod pocztowy,poczta,Ulica,Nr domu,telefon kierunkowy,telefon,telefon 2,wewnętrzny,FAX kierunkowy,FAX,FAX wewnętrzny,ogólny adres poczty elektronicznej gminy/powiatu/województwa,adres www jednostki,ESP,adresy email
1268,1425082,Pionki,mazowieckie,radomski,GW,Urząd Gminy Pionki,Pionki,26-670,Pionki,ul. Zwycięstwa,6a,48,6121514,,,48,6121234,,ug@gmina-pionki.pl,www.gmina-pionki.pl,,ug@gmina-pionki.pl
1269,1410042,Platerów,mazowieckie,łosicki,GW,Urząd Gminy Platerów,Platerów,08-210,Platerów,ul. 3 Maja,5,83,3578447,,,83,3591019,,platerow@platerow.com.pl,www.platerow.com.pl,,platerow@platerow.com.pl
1270,1462011,Płock,mazowieckie,Płock,MNP,Urząd Miasta Płocka,Płock,09-400,Płock,Stary Rynek,1,24,3645555,,,24,3671402,,prezydent@plock.eu,www.ump.pl,,prezydent@plock.eu
1271,1411062,Płoniawy-Bramura,mazowieckie,makowski,GW,Urząd Gminy Płoniawy-Bramura,Płoniawy-Bramura,06-210,Płoniawy-Bramura,Płoniawy-Bramura,83A,29,7178061,,,29,7178043,,urzad@ploniawy-bramura.pl,www.ploniawy-bramura.pl,,urzad@ploniawy-bramura.pl
1272,1420011,Płońsk,mazowieckie,płoński,GM,Urząd Miejski w Płońsku,Płońsk,09-100,Płońsk,ul. Płocka,39,23,6622691,,,23,6625511,,plonsk@plonsk.pl,www.plonsk.pl,,plonsk@plonsk.pl
1273,1420092,Płońsk,mazowieckie,płoński,GW,Urząd Gminy Płońsk,Płońsk,09-100,Płońsk,ul. 19 Stycznia,39,23,6625635,,,23,6622426,,ugplonsk@ugplonsk.pl,http://www.gminaplonsk.eu/,,ugplonsk@ugplonsk.pl
1274,1406092,Pniewy,mazowieckie,grójecki,GW,Urząd Gminy Pniewy,Pniewy,05-652,Pniewy,Pniewy,2,48,6686494,,117,48,6686424,,pniewy@pniewy.pl,www.pniewy.pl,,pniewy@pniewy.pl
1275,1405021,Podkowa Leśna,mazowieckie,grodziski,GM,Urząd Miejski w Podkowie Leśnej,Podkowa Leśna,05-807,Podkowa Leśna,ul. Akacjowa,39/41,22,7592100,,,22,7589003,,urzadmiasta@podkowalesna.pl,www.podkowalesna.pl,,urzadmiasta@podkowalesna.pl
1276,1424032,Pokrzywnica,mazowieckie,pułtuski,GW,Urząd Gminy Pokrzywnica,Pokrzywnica,06-121,Pokrzywnica,Aleja Jana Pawła II,1,23,6918721,,,23,6918555,,ug@pokrzywnica.pl,www.pokrzywnica.pl,,ug@pokrzywnica.pl
1277,1436022,Policzna,mazowieckie,zwoleński,GW,Urząd Gminy Policzna,Policzna,26-720,Policzna,ul. Bolesława Prusa ,11,48,6770039,,,48,6770051,,sekretariat@policzna.ugm.pl,www.policzna.ugm.pl,,sekretariat@policzna.ugm.pl
1278,1414052,Pomiechówek,mazowieckie,nowodworski,GW,Urząd Gminy Pomiechówek,Pomiechówek,05-180,Pomiechówek,ul. Szkolna,1A,22,7652724,,,22,7652710,,urzad@pomiechowek.pl,www.pomiechowek.pl,,urzad@pomiechowek.pl
1279,1434082,Poświętne,mazowieckie,wołomiński,GW,Urząd Gminy Poświętne,Poświętne,05-326,Poświętne,ul. Krótka,1,25,7520380,,16,25,7520390,,sekretariat@ugposwietne.pl,http://www.ugposwietne.pl/,,sekretariat@ugposwietne.pl
1280,1423052,Potworów,mazowieckie,przysuski,GW,Urząd Gminy Potworów,Potworów,26-414,Potworów,Radomska,2A,48,6713046,,100,48,6713046,,potworow@potworow.pl,www.potworow.pl,,potworow@potworow.pl
1281,1401000,Powiat Białobrzeski,mazowieckie,białobrzeski,P,Starostwo Powiatowe w Białobrzegach,Białobrzegi,26-800,Białobrzegi,Pl. Zygmunta Starego,9,48,6133414,,,48,6133420,,sekretariat@bialobrzegipowiat.pl,http://www.bialobrzegipowiat.pl/,,sekretariat@bialobrzegipowiat.pl
1282,1402000,Powiat Ciechanowski,mazowieckie,ciechanowski,P,Starostwo Powiatowe w Ciechanowie,Ciechanów,06-400,Ciechanów,ul. 17 Stycznia,7,23,6723485,,,23,6722945,,starostwo@ciechanow.powiat.pl,www.ciechanow.powiat.pl,,starostwo@ciechanow.powiat.pl
1283,1403000,Powiat Garwoliński,mazowieckie,garwoliński,P,Starostwo Powiatowe w Garwolinie,Garwolin,08-400,Garwolin,ul. Staszica,15,25,6843010,,,25,6843010,,starostwo@garwolin-starostwo.pl,www.garwolin-starostwo.pl,,starostwo@garwolin-starostwo.pl
1284,1404000,Powiat Gostyniński,mazowieckie,gostyniński,P,Starostwo Powiatowe w Gostyninie,Gostynin,09-500,Gostynin,ul. Dmowskiego,13,24,2357981,,,24,2357985,,starosta@gostynin.powiat.pl,www.gostynin.powiat.pl ,,starosta@gostynin.powiat.pl
1285,1405000,Powiat Grodziski,mazowieckie,grodziski,P,Starostwo Powiatowe w Grodzisku Mazowieckim,Grodzisk Mazowiecki,05-825,Grodzisk Mazowiecki,ul. Kościuszki,30,22,7241833,,,22,7243049,,starostwo@powiat-grodziski.pl,www.powiat-grodziski.pl,/st_pow_gostyn/SkrytkaESP,starostwo@powiat-grodziski.pl
1286,1406000,Powiat Grójecki,mazowieckie,grójecki,P,Starostwo Powiatowe w Grójcu,Grójec,05-600,Grójec,ul. Piłsudskiego,59,48,6651100,,,48,6651147,,starostwo@grojec.pl,www.grojec.pl,,starostwo@grojec.pl
1287,1407000,Powiat Kozienicki,mazowieckie,kozienicki,P,Starostwo Powiatowe w Kozienicach,Kozienice,26-900,Kozienice,ul. Kochanowskiego,28,48,6117300,,,48,6117317,,sekretariat@kozienicepowiat.pl,www.kozienicepowiat.pl,,sekretariat@kozienicepowiat.pl
1288,1408000,Powiat Legionowski,mazowieckie,legionowski,P,Starostwo Powiatowe w Legionowie,Legionowo,05-119,Legionowo,ul. Gen. Sikorskiego,11,22,7640100,,,22,7640450,,kancelaria@powiat-legionowski.pl,www.powiat-legionowski.pl,,kancelaria@powiat-legionowski.pl
1289,1409000,Powiat Lipski,mazowieckie,lipski,P,Starostwo Powiatowe w Lipsku,Lipsko,27-300,Lipsko,ul. Rynek,1,48,3783011,,,48,3783044,,starostwo@powiatlipsko.pl,www.powiatlipsko.pl,,starostwo@powiatlipsko.pl
1290,1410000,Powiat Łosicki,mazowieckie,łosicki,P,Starostwo Powiatowe w Łosicach,Łosice,08-200,Łosice,ul.Narutowicza,6,83,3590334,,,83,3590334,,powiat@losice.pl,www.losice.pl,,powiat@losice.pl
1291,1411000,Powiat Makowski,mazowieckie,makowski,P,Starostwo Powiatowe w Makowie Mazowieckim,Maków Mazowiecki,06-200,Maków Mazowiecki,ul. Rynek,1,29,7173660,,,29,7173664,,starostwo@powiat-makowski.pl,www.powiat-makowski.pl,,starostwo@powiat-makowski.pl
1292,1412000,Powiat Miński,mazowieckie,miński ,P,Starostwo Powiatowe w Mińsku Mazowieckim,Mińsk Mazowiecki,05-300,Mińsk Mazowiecki,ul. Kościuszki ,3,25,7598700,,,25,7598702,,sekretariat@powiatminski.pl,www.powiatminski.pl,,sekretariat@powiatminski.pl
1293,1413000,Powiat Mławski,mazowieckie,mławski,P,Starostwo Powiatowe w Mławie,Mława,06-500,Mława,ul. Reymonta,6,23,6543409,,,23,6552622,,starostwo@powiatmlawski.pl,www.powiatmlawski.pl,,starostwo@powiatmlawski.pl
1294,1414000,Powiat Nowodworski,mazowieckie,nowodworski,P,Starostwo Powiatowe w Nowym Dworze Mazowieckim,Nowy Dwór Mazowiecki,05-100,Nowy Dwór Mazowiecki,ul. Paderewskiego,1B,22,7653200,,,22,7653201,,sekretariat@nowodworski.pl,www.nowodworski.pl,,sekretariat@nowodworski.pl
1295,1415000,Powiat Ostrołęcki,mazowieckie,ostrołęcki,P,Starostwo Powiatowe w Ostrołęce,Ostrołęka,07-410,Ostrołęka,Pl.Gen.Józefa Bema ,5,29,7643645,,,29,7643281,,promocja@powiatostrolecki.pl,www.powiatostrolecki.pl,,promocja@powiatostrolecki.pl
1296,1416000,Powiat Ostrowski,mazowieckie,ostrowski,P,Starostwo Powiatowe w Ostrowi Mazowieckiej,Ostrów Mazowiecka,07-300,Ostrów Mazowiecka,ul. 3 Maja,68,29,6457101,,,29,6457101,,starostwo@powiatostrowmaz.pl,www.powiatostrowmaz.pl,,starostwo@powiatostrowmaz.pl
1297,1417000,Powiat Otwocki,mazowieckie,otwocki,P,Starostwo Powiatowe w Otwocku,Otwock,05-400,Otwock,ul. Górna,13,22,7781300,,,22,7781302,,kancelaria@powiat-otwocki.pl,www.powiat-otwocki.pl,,kancelaria@powiat-otwocki.pl
1298,1418000,Powiat Piaseczyński,mazowieckie,piaseczyński,P,Starostwo Powiatowe w Piasecznie,Piaseczno,05-500,Piaseczno,ul. Chyliczkowska,14,22,7572051,,,22,7371158,,starostwo@piaseczno.pl,www.piaseczno.pl,,starostwo@piaseczno.pl
1299,1419000,Powiat Płocki,mazowieckie,płocki,P,Starostwo Powiatowe w Płocku,Płock,09-400,Płock,ul. Bielska,59,24,2676800,,,24,2676848,,starostwo@powiat.plock.pl,www.powiat-plock.pl,,starostwo@powiat.plock.pl
1300,1420000,Powiat Płoński,mazowieckie,płoński,P,Starostwo Powiatowe w Płońsku,Płońsk,09-100,Płońsk,ul. Płocka,39,23,6624039,,,23,6623816,,urzad@powiat-plonski.pl,www.powiat-plonski.pl,,urzad@powiat-plonski.pl
1301,1421000,Powiat Pruszkowski,mazowieckie,pruszkowski,P,Starostwo Powiatowe w Pruszkowie,Pruszków,05-800,Pruszków,ul.Drzymały,30,22,7381400,,,22,7289247,,sekretariat@powiat.pruszkow.pl,www.powiat.pruszkow.pl,,sekretariat@powiat.pruszkow.pl
1302,1422000,Powiat Przasnyski,mazowieckie,przasnyski,P,Starostwo Powiatowe w Przasnyszu,Przasnysz,06-300,Przasnysz,ul. Św. St. Kostki,5,29,7522270,,,29,7522270,,starostwo@powiat-przasnysz.pl,www.powiat-przasnysz.pl,,starostwo@powiat-przasnysz.pl
1303,1423000,Powiat Przysuski,mazowieckie,przysuski,P,Starostwo Powiatowe w Przysusze,Przysucha,26-400,Przysucha,Al. Jana Pawła II,10,48,6752352,,21,48,6752352,,starostwo@przysucha.pl,www.przysucha.pl,,starostwo@przysucha.pl
1304,1424000,Powiat Pułtuski,mazowieckie,pułtuski,P,Starostwo Powiatowe w Pułtusku,Pułtusk,06-100,Pułtusk,ul. Marii Skłodowskiej-Curie,11,23,3067101,,,23,3067109,,sekretariat@powiatpultuski.pl,http://powiatpultuski.pl/,,sekretariat@powiatpultuski.pl
1305,1425000,Powiat Radomski,mazowieckie,radomski,P,Starostwo Powiatowe w Radomiu,Radom,26-600,Radom,ul. Domagalskiego,7,48,3655801,,,48,3655807,,powiat@radompowiat.pl,www.radompowiat.pl,,powiat@radompowiat.pl
1306,1426000,Powiat Siedlecki,mazowieckie,siedlecki,P,Starostwo Powiatowe w Siedlcach,Siedlce,08-110,Siedlce,ul. Piłsudskiego,40,25,6447216,,,25,6339515,,starostwo@powiatsiedlecki.pl,www.powiatsiedlecki.pl,,starostwo@powiatsiedlecki.pl
1307,1427000,Powiat Sierpecki,mazowieckie,sierpecki,P,Starostwo Powiatowe w Sierpcu,Sierpc,09-200,Sierpc,ul. Świętokrzyska,2a,24,2759100,,144,24,2759100,,Starosta@powiat.sierpc.pl,http://www.sierpc.starostwo.gov.pl/,,Starosta@powiat.sierpc.pl
1308,1428000,Powiat Sochaczewski,mazowieckie,sochaczewski,P,Starostwo Powiatowe w Sochaczewie,Sochaczew,96-500,Sochaczew,ul. Marsz. J. Piłsudskiego,65,46,8641840,,,46,8641871,,starostwo@powiatsochaczew.pl,http://www.powiatsochaczew.pl/,,starostwo@powiatsochaczew.pl
1309,1429000,Powiat Sokołowski,mazowieckie,sokołowski,P,Starostwo Powiatowe w Sokołowie Podlaskim,Sokołów Podlaski,08-300,Sokołów Podlaski,ul. Wolności,23,25,7817400,,,25,7817460,,sekretariat@powiat-sokolowski.pl,www.powiat-sokolowski.pl,,sekretariat@powiat-sokolowski.pl
1310,1430000,Powiat Szydłowiecki,mazowieckie,szydłowiecki,P,Starostwo Powiatowe w Szydłowcu,Szydłowiec,26-500,Szydłowiec,pl. M. Konopnickiej,7,48,6177000,,,48,6177009,,powiat@szydlowiecpowiat.pl,www.szydlowiecpowiat.pl,,powiat@szydlowiecpowiat.pl
1311,1432000,Powiat Warszawski Zachodni,mazowieckie,warszawski zachodni,P,Starostwo Powiatowe w Ożarowie Mazowieckim,Ożarów Mazowiecki,05-850,Ożarów Mazowiecki,ul. Poznańska,129/133,22,7337200,,,22,7337201,,kancelaria@pwz.pl,www.pwz.pl,,kancelaria@pwz.pl
1312,1433000,Powiat Węgrowski,mazowieckie,węgrowski,P,Starostwo Powiatowe w Węgrowie,Węgrów,07-100,Węgrów,ul. Przemysłowa,5,25,7409200,,,25,7922617,,starosta@powiatwegrowski.pl,www.powiatwegrowski.pl,,starosta@powiatwegrowski.pl
1313,1434000,Powiat Wołomiński,mazowieckie,wołomiński,P,Starostwo Powiatowe w Wołominie,Wołomin,05-200,Wołomin,ul. Prądzyńskiego,3,22,7874301,,,22,7765093,,kancelaria@powiat-wolominski.pl,www.powiat-wolominski.pl,,kancelaria@powiat-wolominski.pl
1314,1435000,Powiat Wyszkowski,mazowieckie,wyszkowski,P,Starostwo Powiatowe w Wyszkowie,Wyszków,07-200,Wyszków,Al. Róż,2,29,7435900,,,29,7435933,,starostwo@powiat-wyszkowski.pl,www.powiat-wyszkowski.pl,,starostwo@powiat-wyszkowski.pl
1315,1436000,Powiat Zwoleński,mazowieckie,zwoleński,P,Starostwo Powiatowe w Zwoleniu,Zwoleń,26-700,Zwoleń,ul. Władysława Jagiełły,4,48,6763389,,,48,6762520,,sekretariat@zwolenpowiat.pl,www.zwolenpowiat.pl,,sekretariat@zwolenpowiat.pl
1316,1437000,Powiat Żuromiński,mazowieckie,żuromiński,P,Starostwo Powiatowe w Żurominie,Żuromin,09-300,Żuromin,Pl. Piłsudskiego,4,23,6574700,,21,23,6573535,,poczta@zuromin-powiat.pl,www.zuromin-powiat.pl,,poczta@zuromin-powiat.pl
1317,1438000,Powiat Żyrardowski,mazowieckie,żyrardowski,P,Starostwo Powiatowe w Żyrardowie,Żyrardów,96-300,Żyrardów,ul. Limanowskiego,45,46,8553717,,,46,8552021,,starostwo@powiat-zyrardowski.pl,www.powiat-zyrardowski.pl,,starostwo@powiat-zyrardowski.pl
1318,1418052,Prażmów,mazowieckie,piaseczyński,GW,Urząd Gminy Prażmów ,Prażmów,05-505,Prażmów,ul. Piotra Czołchańskiego,1,22,7270177,,,22,7270177,,kancelaria@prazmow.pl,http://www.prazmow.pl/,,kancelaria@prazmow.pl
1319,1401022,Promna,mazowieckie,białobrzeski,GW,Urząd Gminy Promna,Promna,26-803,Promna,Promna-Kolonia,5,48,6133628,,,48,6133628,,gminapromna@promna.pl,www.promna.pl,,gminapromna@promna.pl
1320,1421021,Pruszków,mazowieckie,pruszkowski,GM,Urząd Miejski w Pruszkowie,Pruszków,05-800,Pruszków,ul. Kraszewskiego,14/16,22,7358888,,,22,7586650,,prezydent@miasto.pruszkow.pl,www.miasto.pruszkow.pl,,prezydent@miasto.pruszkow.pl
1321,1422011,Przasnysz,mazowieckie,przasnyski,GM,Urząd Miasta Przasnysz,Przasnysz,06-300,Przasnysz,ul. J. Kilińskiego,2,29,7564900,,,29,7564939,,umprzas@przasnysz.um.gov.pl,www.przasnysz.um.gov.pl,,umprzas@przasnysz.um.gov.pl
1322,1422072,Przasnysz,mazowieckie,przasnyski,GW,Urząd Gminy Przasnysz,Przasnysz,06-300,Przasnysz,ul. Św. Stanisława Kostki,5,29,7522709,,44,29,7522709,,ugprzasnysz@przasnysz.pl,www.przasnysz.pl,,ugprzasnysz@przasnysz.pl
1323,1426072,Przesmyki,mazowieckie,siedlecki,GW,Urząd Gminy Przesmyki,Przesmyki,08-109,Przesmyki,ul. 11 Listopada,13,25,6412322,,,25,6412322,,gmina@przesmyki.pl,www.przesmyki.pl,,gmina@przesmyki.pl
1324,1436032,Przyłęk,mazowieckie,zwoleński,GW,Urząd Gminy Przyłęk,Przyłęk,26-704,Przyłęk,Przyłęk,,48,6773016,,,48,6773001,,przylek@przylek.pl,http://www.przylek.pl/,,przylek@przylek.pl
1325,1423063,Przysucha,mazowieckie,przysuski,GMW,Urząd Gminy i Miasta w Przysusze,Przysucha,26-400,Przysucha,Plac Kolberga,11,48,6752219,,,48,6752106,,sekretariat@gminaprzysucha.pl,http://www.gminaprzysucha.pl/,,sekretariat@gminaprzysucha.pl
1326,1425092,Przytyk,mazowieckie,radomski,GW,Urząd Gminy Przytyk,Przytyk,26-650,Przytyk,ul. Zachęta,57,48,6180087,,,48,6180095,,przytyk@przytyk.pl,www.przytyk.pl,,przytyk@przytyk.pl
1327,1424043,Pułtusk,mazowieckie,pułtuski,GMW,Urząd Miejski w Pułtusku,Pułtusk,06-100,Pułtusk,ul. Rynek,41,23,6920391,,,23,6924296,,um@pultusk.pl,www.pultusk.pl,,um@pultusk.pl
1328,1438032,Puszcza Mariańska,mazowieckie,żyrardowski,GW,Urząd Gminy Puszcza Mariańska,Puszcza Mariańska,96-330,Puszcza Mariańska,ul. Stanisława Papczyńskiego,1,46,8318169,,,46,8318118,,urzad@puszcza-marianska.pl,www.puszcza-marianska.pl,,urzad@puszcza-marianska.pl
1329,1420021,Raciąż,mazowieckie,płoński,GM,Urząd Miejski w Raciążu,Raciąż,09-140,Raciąż,Pl. A. Mickiewicza,17,23,6791163,,40,23,6791865,,sekretariat@miastoraciaz.pl,www.miastoraciaz.pl,,sekretariat@miastoraciaz.pl
1330,1420102,Raciąż,mazowieckie,płoński,GW,Urząd Gminy Raciąż,Raciąż,09-140,Raciąż,ul. Kilińskiego,2,23,6791280,,,23,6791275,,wojt@gmina.raciaz.iap.pl,www.gmina.raciaz.iap.pl,,wojt@gmina.raciaz.iap.pl
1331,1463011,Radom,mazowieckie,Radom,MNP,Urząd Miejski w Radomiu,Radom,26-600,Radom,ul. Jana Kilińskiego,30,48,3620419,,,48,3626753,,bom@umradom.pl,www.radom.pl,,bom@umradom.pl
1332,1419102,Radzanowo,mazowieckie,płocki,GW,Urząd Gminy Radzanowo,Radzanowo,09-451,Radzanowo,ul. Płocka,32,24,2613497,,30,24,2613497,,sekretariat@radzanowo.pl ,www.radzanowo.pl,,sekretariat@radzanowo.pl 
1333,1401032,Radzanów,mazowieckie,białobrzeski,GW,Urząd Gminy Radzanów,Radzanów,26-807,Radzanów,Radzanów,92A,48,6136362,,28,48,6136362,,gmina@radzanow.pl,www.radzanow.pl,,gmina@radzanow.pl
1334,1413042,Radzanów,mazowieckie,mławski,GW,Urząd Gminy Radzanów,Radzanów,06-540,Radzanów,Pl. Piłsudskiego,26,23,6798035,,31,23,6798033,,ugradzanow@hot.pl,www.radzanow.com,,ugradzanow@hot.pl
1335,1438042,Radziejowice,mazowieckie,żyrardowski,GW,Urząd Gminy Radziejowice,Radziejowice,96-325,Radziejowice,ul. Kubickiego,10,46,8577171,,,46,8577120,,urzad@radziejowice.pl,www.radziejowice.pl,,urzad@radziejowice.pl
1336,1434093,Radzymin,mazowieckie,wołomiński,GMW,Urząd Miasta i Gminy Radzymin,Radzymin,05-250,Radzymin,plac Kościuszki,2,22,6676767,,,22,7865195,,umig@radzymin.pl,www.radzymin.pl,,umig@radzymin.pl
1337,1421062,Raszyn,mazowieckie,pruszkowski,GW,Urząd Gminy Raszyn,Raszyn,05-090,Raszyn,ul. Szkolna,2A,22,7017777,,,22,7017771,,ratusz@raszyn.pl,www.raszyn.pl,,ratusz@raszyn.pl
1338,1402082,Regimin,mazowieckie,ciechanowski,GW,Urząd Gminy Regimin,Regimin,06-461,Regimin,Regimin,22,23,6811756,,,23,6811756,,ug@regimin.pl,www.regimin.pl,,ug@regimin.pl
1339,1429062,Repki,mazowieckie,sokołowski,GW,Urząd Gminy Repki,Repki,08-307,Repki,ul. Parkowa,7,25,7875023,,,25,7875066,,gminarepki@list.pl,www.repki.pl,,gminarepki@list.pl
1340,1427042,Rościszewo,mazowieckie,sierpecki,GW,Urząd Gminy Rościszewo,Rościszewo,09-204,Rościszewo,ul. Armii Krajowej,1,24,2764076,,,24,2764201,,ugrosciszewo@interia.pl,www.rosciszewo.pl,,ugrosciszewo@interia.pl
1341,1411073,Różan,mazowieckie,makowski,GMW,Urząd Gminy w Różanie,Różan,06-230,Różan,Plac Obrońców Różana,4,29,7679120,,,29,7679121,,ugrozan@post.pl,www.rozan.eur.pl,,ugrozan@post.pl
1342,1423072,Rusinów,mazowieckie,przysuski,GW,Urząd Gminy Rusinów,Rusinów,26-411,Rusinów,ul. Żeromskiego,4,48,6727022,,26,48,6727022,,gmina@rusinow.pl,www.rusinow.pl,,gmina@rusinow.pl
1343,1428062,Rybno,mazowieckie,sochaczewski,GW,Urząd Gminy Rybno,Rybno,96-514,Rybno,ul. Długa,20,46,8611438,,,46,8611438,,gminarybno@wp.pl,http://rybno.e-sochaczew.pl/media/index.php?MediumID=194,,gminarybno@wp.pl
1344,1435032,Rząśnik,mazowieckie,wyszkowski,GW,Urząd Gminy Rząśnik,Rząśnik,07-205,Rząśnik,ul. Jesionowa,3,29,5929260,,,29,5929285,,sekretariat@rzasnik.pl,www.rzasnik.pl,,sekretariat@rzasnik.pl
1345,1409042,Rzeczniów,mazowieckie,lipski,GW,Urząd Gminy Rzeczniów,Rzeczniów,27-353,Rzeczniów,Rzeczniów,1,48,6167024,,,48,6167310,,urzad@rzeczniow.pl,www.rzeczniow.pl,,urzad@rzeczniow.pl
1346,1415102,Rzekuń,mazowieckie,ostrołęcki,GW,Urząd Gminy Rzekuń,Rzekuń,07-411,Rzekuń,ul. Tadeusza Kościuszki,33,29,7617301,,32,29,6432093,,rzekun@rzekun.pl,www.rzekun.pl,,rzekun@rzekun.pl
1347,1411082,Rzewnie,mazowieckie,makowski,GW,Urząd Gminy Rzewnie,Rzewnie,06-225,Rzewnie,Rzewnie,19,29,7613409,,,29,7613445,,rzewnie@bipgminy.pl,http://www.ugrzewnie.pl/,,rzewnie@bipgminy.pl
1348,1429072,Sabnie,mazowieckie,sokołowski,GW,Urząd Gminy Sabnie,Sabnie,08-331,Sabnie,ul. Główna,73,25,7874190,,,25,7874249,,sekretariat@sabnie.pl,www.sabnie.pl,,sekretariat@sabnie.pl
1349,1433072,Sadowne,mazowieckie,węgrowski,GW,Urząd Gminy Sadowne,Sadowne,07-140,Sadowne,ul. Kościuszki,3,25,6753308,,,25,6753308,,ug_sadowne@pro.onet.pl,www.sadowne.pl,,ug_sadowne@pro.onet.pl
1350,1404043,Sanniki,mazowieckie,gostyniński,GMW,Urząd Gminy Sanniki,Sanniki,09-540,Sanniki,ul. Warszawska,169,24,2777810,,,24,2777815,,sanniki@zgwrp.org.pl,http://sanniki.bip.org.pl/,,sanniki@zgwrp.org.pl
1351,1410052,Sarnaki,mazowieckie,łosicki,GW,Urząd Gminy Sarnaki,Sarnaki,08-220,Sarnaki,ul. Berka Joselewicza,3,83,3599198,,109,83,3599198,,gmina@sarnaki.pl,http://www.e-bip.pl/Start/34,/18b51itujo/ ,gmina@sarnaki.pl
1352,1408043,Serock,mazowieckie,legionowski,GMW,Urząd Miasta i Gminy w Serocku,Serock,05-140,Serock,ul. Rynek,21,22,7828805,,,22,7827499,,umg@serock.pl,www.serock.pl,,umg@serock.pl
1353,1407072,Sieciechów,mazowieckie,kozienicki,GW,Urząd Gminy Sieciechów,Sieciechów,26-922,Sieciechów,ul. Rynek,16,48,6216008,,32,48,6216008,,urzad@sieciechow.pl,www.sieciechow.pl,,urzad@sieciechow.pl
1354,1426082,Siedlce,mazowieckie,siedlecki,GW,Urząd Gminy Siedlce,Siedlce,08-110,Siedlce,ul. Mieczysława Asłanowicza,10,25,6327731,,,25,6323630,,gmina@gminasiedlce.pl,http://www.e-bip.pl/start/26,,gmina@gminasiedlce.pl
1355,1464011,Siedlce,mazowieckie,Siedlce,MNP,Urząd Miasta Siedlce,Siedlce,08-110,Siedlce,Skwer Niepodległości,2,25,6430700,,,25,7943756,,boi@um.siedlce.pl,www.siedlce.pl,,boi@um.siedlce.pl
1356,1437052,Siemiątkowo,mazowieckie,żuromiński,GW,Urząd Gminy Siemiątkowo,Siemiątkowo,09-135,Siemiątkowo,ul. Władysława Reymonta,3A,23,6796176,,,23,6796176,,ug@siemiatkowo.pl,www.siemiatkowo.pl,,ug@siemiatkowo.pl
1357,1412132,Siennica,mazowieckie,miński ,GW,Urząd Gminy Siennica,Siennica,05-332,Siennica,ul. Kołbielska,1,25,7572020,,,25,7572095,,gmina@ugsiennica.pl,www.ugsiennica.pl,,gmina@ugsiennica.pl
1358,1409052,Sienno,mazowieckie,lipski,GW,Urząd Gminy Sienno,Sienno,27-350,Sienno,ul. Rynek,36/40,48,3786011,,,48,3786134,,ug@sienno.pl,www.sienno.pl,,ug@sienno.pl
1359,1427011,Sierpc,mazowieckie,sierpecki,GM,Urząd Miejski w Sierpcu,Sierpc,09-200,Sierpc,ul. Piastowska,11a,24,2758686,,,24,2758633,,info@sierpc.pl,www.sierpc.pl,,info@sierpc.pl
1360,1427052,Sierpc,mazowieckie,sierpecki,GW,Urząd Gminy Sierpc,Sierpc,09-200,Sierpc,ul. Bp. Floriana,4,24,2755701,,29,24,2755701,,info@gmina.sierpc.pl,http://ugsierpc.bipgmina.pl/,,info@gmina.sierpc.pl
1361,1425103,Skaryszew,mazowieckie,radomski,GMW,Urząd Miasta i Gminy w Skaryszewie,Skaryszew,26-640,Skaryszew,ul. Słowackiego,6,48,6103089,,,48,6103089,,urzad@skaryszew.pl,http://www.skaryszew.pl/,,urzad@skaryszew.pl
1362,1426092,Skórzec,mazowieckie,siedlecki,GW,Urząd Gminy Skórzec,Skórzec,08-114,Skórzec,ul. Siedlecka,3,25,6312861,,,25,6312891,,gminaskorzec@wp.pl,http://www.skorzec.eu/,,gminaskorzec@wp.pl
1363,1419112,Słubice,mazowieckie,płocki,GW,Urząd Gminy Słubice,Słubice,09-533,Słubice,ul. Płocka,32,24,2778077,,,24,2778949,,ugslubice@plocman.pl,http://www.slubice.org.pl/,,ugslubice@plocman.pl
1364,1419122,Słupno,mazowieckie,płocki,GW,Urząd Gminy Słupno,Słupno,09-472,Słupno,ul. Miszewska,8a,24,2679560,,,24,2619538,,ug@slupno.eu,www.slupno.eu,,ug@slupno.eu
1365,1417072,Sobienie-Jeziory,mazowieckie,otwocki,GW,Urząd Gminy Sobienie-Jeziory,Sobienie-Jeziory,08-443,Sobienie-Jeziory,ul. Garwolińska ,16,25,6858090,,,25,6858092,,gminasj@gminasj.pl,http://www.sobieniejeziory.pl/,,gminasj@gminasj.pl
1366,1403112,Sobolew,mazowieckie,garwoliński,GW,Urząd Gminy Sobolew,Sobolew,08-460,Sobolew,ul. Rynek,1,25,6825023,,,25,6832736,,sobolew@sobolew.pl,www.sobolew.pl,,sobolew@sobolew.pl
1367,1428011,Sochaczew,mazowieckie,sochaczewski,GM,Urząd Miasta Sochaczew,Sochaczew,96-500,Sochaczew,ul. 1go Maja,16,46,8622235,,,46,8622602,,sekretariat@sochaczew.pl,www.sochaczew.pl,,sekretariat@sochaczew.pl
1368,1428072,Sochaczew,mazowieckie,sochaczewski,GW,Urząd Gminy Sochaczew,Sochaczew,96-500,Sochaczew,ul. Warszawska,115,46,8642600,,,46,8642602,,gminasochaczew@sochaczew.org.pl,www.gmina.e-sochaczew.pl,,gminasochaczew@sochaczew.org.pl
